,distance,SiSi,SiO
0,0.0,,
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,1.5916260126678647,0.0,8.143471037278418
46,1.6122403469889344,0.0,46.47089450620838
47,1.6331173573016735,0.0,16.03626030428299
48,1.6864576766758774,0.0,4.771565060905324
49,1.7287832003822805,0.0,4.070039668777221
50,1.7641354614838964,0.0,1.2215206555917628
51,0.0,0.0,0.0
52,1.8359751260150556,0.0,0.6776187068741288
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,2.5476782979558066,0.0,0.11461068264137392
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,2.7681122693940723,0.3886936059778218,0.0
80,2.810220632866039,0.7580739984086206,0.0
81,0.0,0.0,0.0
82,2.861567959488992,1.082318617597079,0.0
83,2.898138405480491,1.7606595985684321,0.08865732730380048
84,2.9238606043395783,6.188359170682616,0.17311800674486433
85,2.966537905112962,4.700583408817468,0.0
86,2.9992230463848464,5.247889226409056,0.08257981717088717
87,3.061725110133826,2.884467056965024,0.4034617041854151
88,3.0881993376893595,6.265074367013394,0.3154753759276248
89,3.1320324808486575,3.3687924181269344,0.30842586935784955
90,3.149294747786559,3.5938322887519787,0.377012548022149
91,3.1769152488424997,4.97998134445465,0.8112985878220861
92,3.2355049848216892,1.719638559717098,0.6494379667016699
93,3.2690775546121578,1.6828559104457759,1.1298607058312065
94,3.306848947033112,0.8236204600184198,0.691218116563922
95,3.328304748905815,0.26879078059917855,0.6090684709321811
96,3.355055336439177,0.0,0.46390215869912876
97,3.380376689285382,0.0,0.32456176415978394
98,3.425241294347305,0.0,0.5723493284217965
99,3.455710222858538,0.0,0.8724257309603449
100,3.4836279701762067,0.0,0.855064458914234
101,3.5416526359077065,0.0,0.957961498356446
102,3.573989440690892,0.0,1.0566787678129437
103,3.6042140783499526,0.0,1.2089703915273362
104,3.6452497236075607,0.0,1.0728962858840372
105,3.6874744587508665,0.2200305482909375,1.7173306269090545
106,3.723211389581044,0.0,1.358936293600662
107,3.7307886573003564,0.0,1.867116033964176
108,3.767913099898536,0.0,1.7279741784348501
109,3.8148399789702845,0.0,2.056258994346878
110,3.8638993986649037,0.4009647594888572,1.413329684155759
111,3.885077315018196,0.0,1.5366910284613526
112,3.9216463792715937,0.38677244816766354,1.6067515001007724
113,3.960494179405142,0.379957208067599,1.578439252663802
114,3.9955322225296843,0.0,1.8798409596672252
115,4.041547761514269,0.36685622607298085,2.12438374885524
116,4.048865463000962,0.5408375731809422,2.178693202601242
117,4.096315611061482,0.886053325629186,2.0523760010673198
118,4.116247926825958,0.5226594645735965,1.930009654051909
119,4.1712224331523,0.3426081201762003,2.0702277900008696
120,4.206414850677593,0.5053826656057472,1.9934538476671135
121,4.251954229162986,0.6627516685766234,1.877208848494957
122,4.270208192062772,1.140879976105422,1.477248844440455
123,4.3001028642526675,0.8017174945163545,1.2918454947100408
124,4.342987484060483,0.31553548320858293,1.3505366249388637
125,4.370297290922666,0.6210142194963421,1.0553938464312835
126,4.400043858319369,1.3751909268183595,0.8848253678070847
127,4.429250463250527,0.902413092531807,0.643742672982205
128,4.482129562932111,0.7403066390709186,0.6710013366898112
129,4.5005137528743315,1.0204229051350941,0.5138299735077424
130,4.5469787640667505,0.5741625550077125,0.542094965499303
131,4.598417472788329,1.8376480586095572,0.3559001968392759
132,4.637428055774343,1.253014873402679,0.5257922932127079
133,4.661040638375727,1.0971052269354227,0.8631922773982159
134,4.684168091977059,1.0807916217008626,0.5102141299252743
135,4.72536039556286,1.064839196667253,0.4691711708720077
136,4.746949462691488,1.7050107230643714,0.5943818068947808
137,4.793327872717346,1.4217169132070668,0.5531954591363409
138,4.838606968769007,0.8916644383718285,0.5772781926237066
139,4.856300329824444,1.1299897083053814,0.5690019098559012
140,4.894258137206699,1.856507751204785,0.8101922715659653
141,4.942075833171724,1.586231997072512,0.6758577139736125
142,4.958161042238746,2.406106719805183,0.787530674602902
143,4.996026888259409,1.0676576436093828,0.8362897539383187
144,5.05201137262279,1.1698672814947846,0.677444422227299
145,5.073371965640603,0.923029458228808,0.9005265237418467
146,5.103153526147828,1.3656427818958077,1.0028434731120217
147,5.154297361893182,1.4593862896847896,0.7913966022622372
148,5.177007237873055,0.9967371783312761,0.8365051969446878
149,5.2265363041014075,1.5297380806588081,0.8253146179846153
150,5.254453642668092,1.940669435926068,1.004361427931005
151,5.284613059570778,1.0639168435189623,0.8035967647855992
152,5.336043962400047,1.1549603853870953,0.8987989588408922
153,5.346708573659966,1.1399122023146415,0.756634179421614
154,5.3812274106479645,1.8411647119386298,1.23614841179804
155,5.429727586253569,1.514570319401198,0.8134997081984685
156,5.446418492259753,1.594895986132535,1.279946446317799
157,5.487935375170339,0.8857369935562609,1.0159103184563731
158,5.538615074596446,1.4576010224168316,0.8318318837149483
159,5.572273226952893,0.9595493828992468,1.0388312999969505
160,5.604759367759244,1.4213887470161632,1.0258864880946446
161,5.640662965156223,0.9358577195739307,1.0131821339926277
162,5.6712328820359685,1.5713772867485503,1.0705294573468427
163,5.7198512128059775,1.460852449039157,0.9884713047244118
164,5.728014845295794,1.082318617597079,1.180827522508397
165,5.770586570052475,1.2474459184097781,1.3235944661141237
166,5.8110780441645264,1.4965606587831675,1.5293388959905583
167,5.852215380244476,0.4349092464605374,1.248282071223968
168,5.8855141713227574,0.6016460304830321,1.2983850505864825
169,5.928240887156408,1.0192234704278922,1.1975273399590127
170,5.934009884877932,0.8393898944316907,1.014411617100426
171,5.979513716331873,0.2488803524066468,0.9816947233817733
172,6.032611869768932,0.5739878841384904,1.2799871661487512
173,6.058054609874526,0.4863183123206761,1.101976601322383
174,6.097151741055244,1.1217371888197316,1.230558197765516
175,6.116924344802787,0.7128989764626373,1.0569893019814438
176,6.175613006937935,0.7831342958766743,1.14359823773764
177,6.17796995908737,0.5420172225207669,1.4231384317756506
178,6.225259624883849,0.6125077123867153,1.330086561605726
179,6.256049727402828,0.7571039589612015,1.3724522830530717
180,6.295693949522086,0.5989720481253298,1.2818426632753066
181,6.323432535489803,0.9626042652482711,1.1745032401678988
182,6.385404367958304,0.8788202372567029,1.1247548603897104
183,6.38760338359897,0.9416787104362215,1.2583971637826101
184,6.441474674405078,0.859819279858549,1.1004365546889407
185,6.480404292586074,1.0631863235533612,1.2670265383055541
186,6.515988913127922,0.9816659477600359,1.006282191130918
187,6.540848324106055,0.6243395908996046,0.8907540026191757
188,6.5706498747241895,0.8236204600184198,1.123229439416373
189,6.61942659273815,0.9507492827386189,0.9916883349335442
190,6.66040348598529,1.2095585126963033,0.8966841377612667
191,6.675085974210219,1.0639343416715927,1.2388987214411675
192,6.7057611778066635,1.0528805533453065,1.2094591994655857
193,6.766440364016592,1.0419981400446017,1.000198126004692
194,6.782779764037013,1.160194024559904,1.1197380863512547
195,6.833227658663291,1.1483251100154253,1.0119106022653659
196,6.85468086201597,0.7577582657978716,0.7790310303518898
197,6.880938147300773,0.8750989494371462,0.9914684905857029
198,6.916491303938291,1.237545553977954,0.9035837927803572
199,6.959082134166401,1.163882202551555,0.9562167703680375
200,6.984265307495916,0.9703347179630343,0.82452644252444
201,7.045576120721852,0.6004397898338124,0.876812430686397
202,7.053851860582911,0.9512152906215414,1.1375792792982795
203,7.089922068782211,0.9418667941110286,0.7262310675337474
204,7.129198415765128,0.8160735084752547,0.7191286058726979
205,7.167924968994165,1.3276441709190832,0.8865289707447654
206,7.225179642256516,1.0861273235753635,0.662055214407827
207,7.235862109448603,1.3021131480985428,0.8979882996368767
208,7.294041270351368,1.2896229262868544,0.7482039888401839
209,7.300974191942127,0.8885645639642265,0.7690258471365922
210,7.364026319477207,0.9351298302364844,1.0525574810087752
211,7.37210200554835,0.8173120981921741,0.9602934108782754
212,7.419383377466958,1.4033409724901484,1.0192022202004964
213,7.467998486135761,1.44366403188311,0.7404134547548653
214,7.473532491960411,0.10594099025712227,0.1066923447979529
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.0,0.0,0.0
261,0.0,0.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.0
272,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,0.0,0.0,0.0
281,0.0,0.0,0.0
282,0.0,0.0,0.0
283,0.0,0.0,0.0
284,0.0,0.0,0.0
