,dr,index,name
612,2.688905481861015,76 26,O O
613,2.5848155757282485,76 60,O O
614,1.597579641776407,76 68,O Si
615,2.694685515620569,76 69,O O
616,2.555560705324473,76 73,O O
617,1.5972881326045496,76 77,O Si
618,2.7915191808456963,76 78,O O
619,2.5570621528375925,76 82,O O
620,2.7962015444941772,76 89,O O
621,2.623009537837989,76 101,O O
622,3.134660248211111,77 9,Si Si
623,1.5884342784084373,77 26,Si O
624,2.975066767120902,77 68,Si Si
625,1.6133013787458534,77 73,Si O
626,2.844396622702938,77 75,Si Si
627,1.5972881326045496,77 76,Si O
628,2.9379437749816497,77 96,Si Si
629,1.6053650403692683,77 101,Si O
630,2.6218530026368816,78 23,O O
631,2.6433828644108974,78 56,O O
632,2.650535211678052,78 60,O O
633,2.565903683999352,78 61,O O
634,1.591603262249675,78 64,O Si
635,2.7915191808456963,78 76,O O
636,2.634089222168879,78 131,O O
637,1.6143989744304506,78 163,O Si
638,2.5791061465379386,78 175,O O
639,2.5255155868490777,79 56,O O
640,2.629705258502908,79 58,O O
641,2.6865348930321136,79 72,O O
642,1.6111632027255,79 81,O Si
643,1.6199695398616896,79 87,O Si
644,2.6432940863222383,79 94,O O
645,2.5640755744961434,79 102,O O
646,2.7134078149406373,79 177,O O
647,3.0997022948494317,80 70,Si Si
648,1.6078829509846462,80 74,Si O
649,2.9278298468877137,80 83,Si Si
650,3.088573675474123,80 86,Si Si
651,1.6307035342481844,80 105,Si O
652,1.6135138021406057,80 186,Si O
653,1.6054828478489107,80 199,Si O
654,2.9020724610657296,80 213,Si Si
655,3.0205795187578848,81 53,Si Si
656,1.5912264097629487,81 56,Si O
657,1.608750000707658,81 58,Si O
658,3.120867269851941,81 64,Si Si
659,1.6111632027255,81 79,Si O
660,2.997100090544835,81 87,Si Si
661,3.0559469173842104,81 176,Si Si
662,1.6038636754827862,81 177,Si O
663,2.633479798923051,82 60,O O
664,1.5773659723444795,82 68,O Si
665,2.600641057208424,82 69,O O
666,2.5570621528375925,82 76,O O
667,2.5920413024478917,82 98,O O
668,2.5819859804055607,82 183,O O
669,2.537090911699971,82 192,O O
670,1.5855747747869082,82 215,O Si
671,1.5989787857456932,83 57,Si O
672,3.049890044523737,83 65,Si Si
673,1.6218547343407006,83 71,Si O
674,3.180440025385219,83 75,Si Si
675,2.9278298468877137,83 80,Si Si
676,3.0746012813109043,83 170,Si Si
677,1.5949542887397965,83 173,Si O
678,1.6226854093264402,83 186,Si O
679,2.6600018686455753,84 21,O O
680,2.6002336429714097,84 48,O O
681,2.650717436012774,84 49,O O
682,1.6215377743354997,84 52,O Si
683,1.621747103848639,84 53,O Si
684,2.5730440273818975,84 58,O O
685,2.7182567237965127,84 97,O O
686,2.769092469977635,84 130,O O
687,3.249153638032074,85 41,Si Si
688,1.626364306482665,85 51,Si O
689,3.023493433974839,85 90,Si Si
690,1.6164229692593004,85 92,Si O
691,1.6140321351709566,85 106,Si O
692,1.6304220406487597,85 201,Si O
693,2.9793382753604867,85 206,Si Si
694,3.0538912491521106,85 213,Si Si
695,2.896098683888384,86 75,Si Si
696,3.088573675474123,86 80,Si Si
697,2.911435562983989,86 90,Si Si
698,1.5923040618247564,86 99,Si O
699,1.6051571745531577,86 104,Si O
700,1.6107353912081765,86 105,Si O
701,1.629266718517483,86 108,Si O
702,3.018010982932067,86 190,Si Si
703,3.2588182851810443,87 63,Si Si
704,1.6425804914619917,87 72,Si O
705,1.6199695398616896,87 79,Si O
706,2.997100090544835,87 81,Si Si
707,3.1375243202146668,87 88,Si Si
708,1.6668726068791107,87 94,Si O
709,1.6061690311640946,87 102,Si O
710,3.0136361474652524,87 196,Si Si
711,3.1375243202146668,88 87,Si Si
712,2.8841612449932024,88 90,Si Si
713,1.63626247762701,88 95,Si O
714,3.0006213137157163,88 96,Si Si
715,2.99921282432364,88 100,Si Si
716,1.6028746442569706,88 102,Si O
717,1.6235058801975821,88 103,Si O
718,1.5925456446899584,88 107,Si O
719,3.396960563108958,88 212,Si Si
720,2.810785161515969,89 47,O O
721,2.7962015444941772,89 76,O O
722,2.4177775599326154,89 91,O O
723,1.6403311224672308,89 96,O Si
724,2.551596292947666,89 101,O O
725,2.625998186655898,89 103,O O
726,2.7349712524892635,89 188,O O
727,2.710390433213332,89 208,O O
728,1.618705854117524,89 212,O Si
729,3.023493433974839,90 85,Si Si
730,2.911435562983989,90 86,Si Si
731,2.8841612449932024,90 88,Si Si
732,1.6179700202059797,90 93,Si O
733,1.614743042422612,90 104,Si O
734,1.5966998948457407,90 106,Si O
735,1.5870533458954321,90 107,Si O
736,2.9565142999001144,90 190,Si Si
737,2.6919402957373517,91 31,O O
738,2.966997965347455,91 47,O O
739,2.4177775599326154,91 89,O O
740,2.475939644562725,91 94,O O
741,2.508278060184673,91 102,O O
742,2.8587073866303867,91 103,O O
743,2.683148590505997,91 188,O O
744,1.6028691290099746,91 196,O Si
745,2.502736530609547,91 197,O O
746,2.5733167790224347,91 208,O O
747,1.6132264494305995,91 212,O Si
748,2.5992072243155118,92 51,O O
749,1.6164229692593004,92 85,O Si
750,2.7080885802086105,92 106,O O
751,2.6234530427464673,92 149,O O
752,2.682936124369785,92 199,O O
753,2.605498044211725,92 201,O O
754,2.6409188021510923,92 204,O O
755,1.621776855799016,92 213,O Si
756,1.6179700202059797,93 90,O Si
757,2.6309549533455603,93 104,O O
758,2.7266091004349082,93 106,O O
759,2.622252821277376,93 107,O O
760,2.561412846002005,93 108,O O
761,2.751840602036944,93 189,O O
762,1.630565566447974,93 190,O Si
763,2.583675801919542,93 195,O O
764,2.6997963405225507,94 31,O O
765,2.81663980040234,94 72,O O
766,2.6432940863222383,94 79,O O
767,1.6668726068791107,94 87,O Si
768,2.475939644562725,94 91,O O
769,2.68864638331915,94 102,O O
770,1.646313038575786,94 196,O Si
771,2.9701035805615117,94 197,O O
772,1.63626247762701,95 88,O Si
773,2.5764220823425767,95 97,O O
774,2.8197339074866528,95 98,O O
775,1.6360909604223606,95 100,O Si
776,2.6905068098650404,95 102,O O
777,2.649601237552596,95 103,O O
778,2.6739261653357858,95 107,O O
779,2.5412716722828184,95 188,O O
780,3.1370231406780897,96 40,Si Si
781,1.6186316086376362,96 47,Si O
782,2.9379437749816497,96 77,Si Si
783,3.0006213137157163,96 88,Si Si
784,1.6403311224672308,96 89,Si O
785,1.5946995298337647,96 101,Si O
786,1.6161520299654664,96 103,Si O
787,2.873660241932898,96 212,Si Si
788,2.5915793590652894,97 48,O O
789,2.6969687995789093,97 49,O O
790,1.6322815847886047,97 52,O Si
791,2.7182567237965127,97 84,O O
792,2.5764220823425767,97 95,O O
793,2.680616218052393,97 98,O O
794,1.6269157095687314,97 100,O Si
795,2.7864829822205213,97 188,O O
796,2.5920413024478917,98 82,O O
797,2.8197339074866528,98 95,O O
798,2.680616218052393,98 97,O O
799,1.6364735918302602,98 100,O Si
800,2.7617439427793964,98 183,O O
801,2.5910256477318714,98 188,O O
802,2.6641330811251813,98 192,O O
803,1.645380262019113,98 215,O Si
804,2.5465156122388235,99 54,O O
805,2.646293348903679,99 57,O O
806,2.6038934813151795,99 73,O O
807,1.6022452472098065,99 75,O Si
808,1.5923040618247564,99 86,O Si
809,2.6960609028993177,99 101,O O
810,2.5744535419692296,99 104,O O
811,2.5302996999081353,99 105,O O
812,2.6736755431202037,99 108,O O
813,3.2029113911206104,100 52,Si Si
814,2.99921282432364,100 88,Si Si
815,1.6360909604223606,100 95,Si O
816,1.6269157095687314,100 97,Si O
817,1.6364735918302602,100 98,Si O
818,1.6391739730860089,100 188,Si O
819,3.010868837460709,100 212,Si Si
820,3.097466016012628,100 215,Si Si
821,2.571710648468427,101 26,O O
822,2.5454834292881707,101 47,O O
823,2.6273326090464657,101 73,O O
824,2.623009537837989,101 76,O O
825,1.6053650403692683,101 77,O Si
826,2.551596292947666,101 89,O O
827,1.5946995298337647,101 96,O Si
828,2.6960609028993177,101 99,O O
829,2.674270387543078,101 103,O O
830,2.594663472826793,102 72,O O
831,2.5640755744961434,102 79,O O
832,1.6061690311640946,102 87,O Si
833,1.6028746442569706,102 88,O Si
834,2.508278060184673,102 91,O O
835,2.68864638331915,102 94,O O
836,2.6905068098650404,102 95,O O
837,2.715153953173926,102 103,O O
838,2.4927439969163405,102 107,O O
839,2.625887577723121,103 47,O O
840,1.6235058801975821,103 88,O Si
841,2.625998186655898,103 89,O O
842,2.8587073866303867,103 91,O O
843,2.649601237552596,103 95,O O
844,1.6161520299654664,103 96,O Si
845,2.674270387543078,103 101,O O
846,2.715153953173926,103 102,O O
847,2.57845410571693,103 107,O O
848,1.6051571745531577,104 86,O Si
849,1.614743042422612,104 90,O Si
850,2.6309549533455603,104 93,O O
851,2.5744535419692296,104 99,O O
852,2.6564445046304033,104 105,O O
853,2.5805271703642982,104 106,O O
854,2.600221977095447,104 107,O O
855,2.6018025969243235,104 108,O O
856,2.7793420951261987,105 74,O O
857,1.6307035342481844,105 80,O Si
858,1.6107353912081765,105 86,O Si
859,2.5302996999081353,105 99,O O
860,2.6564445046304033,105 104,O O
861,2.723453594604872,105 108,O O
862,2.6197572930142012,105 186,O O
863,2.554541118683579,105 199,O O
864,2.976391589205289,105 204,O O
865,2.6598680295629302,106 51,O O
866,1.6140321351709566,106 85,O Si
867,1.5966998948457407,106 90,O Si
868,2.7080885802086105,106 92,O O
869,2.7266091004349082,106 93,O O
870,2.5805271703642982,106 104,O O
871,2.547305231888167,106 107,O O
872,2.4520013347274547,106 201,O O
873,1.5925456446899584,107 88,O Si
874,1.5870533458954321,107 90,O Si
875,2.622252821277376,107 93,O O
876,2.6739261653357858,107 95,O O
877,2.4927439969163405,107 102,O O
878,2.57845410571693,107 103,O O
879,2.600221977095447,107 104,O O
880,2.547305231888167,107 106,O O
881,1.629266718517483,108 86,O Si
882,2.561412846002005,108 93,O O
883,2.6736755431202037,108 99,O O
884,2.6018025969243235,108 104,O O
885,2.723453594604872,108 105,O O
886,2.732167536826546,108 189,O O
887,1.633493257250732,108 190,O Si
888,2.6561265422576295,108 195,O O
889,1.5729654717571397,109 110,O Si
890,2.656844101807776,109 111,O O
891,1.8235989671672497,109 112,O Si
892,2.6411076772700817,109 113,O O
893,2.521748036652135,109 116,O O
894,2.7340856066729406,109 118,O O
895,2.4725018770093916,109 120,O O
896,3.1786729386868364,110 27,Si Si
897,1.5729654717571397,110 109,Si O
898,1.6485663611522168,110 111,Si O
899,3.304265335284666,110 112,Si Si
900,1.6604748343231899,110 113,Si O
901,3.1771101024809574,110 117,Si Si
902,1.6443111916911088,110 118,Si O
903,2.9639736479130314,110 121,Si Si
904,2.656844101807776,111 109,O O
905,1.6485663611522168,111 110,O Si
906,2.737895189495496,111 113,O O
907,2.6412655864248995,111 114,O O
908,1.6118385124800387,111 117,O Si
909,2.6398414316865506,111 118,O O
910,2.7030875778743533,111 119,O O
911,2.6465159391497726,111 129,O O
912,1.8235989671672497,112 109,Si O
913,3.304265335284666,112 110,Si Si
914,3.2011269106517615,112 115,Si Si
915,1.6783927731167623,112 116,Si O
916,1.6469833329144858,112 120,Si O
917,3.192637544501073,112 125,Si Si
918,1.88438849047927,112 158,Si O
919,3.159394755885009,112 174,Si Si
920,2.702667377128006,113 22,O O
921,2.6411076772700817,113 109,O O
922,1.6604748343231899,113 110,O Si
923,2.737895189495496,113 111,O O
924,2.5549214749221987,113 118,O O
925,1.6138551393017166,113 121,O Si
926,2.7018825311453702,113 136,O O
927,2.571929054294245,113 159,O O
928,2.6412655864248995,114 111,O O
929,1.6286265629443768,114 115,O Si
930,2.6241647789619846,114 116,O O
931,1.616073134336774,114 117,O Si
932,2.731751487834335,114 119,O O
933,2.5422036066032594,114 129,O O
934,2.6136553412547157,114 131,O O
935,2.7320649826867203,114 160,O O
936,3.2011269106517615,115 112,Si Si
937,1.6286265629443768,115 114,Si O
938,1.5894971776026385,115 116,Si O
939,3.074416011545077,115 117,Si Si
940,1.6126816664612427,115 131,Si O
941,1.641548500316426,115 160,Si O
942,2.967207246377198,115 163,Si Si
943,2.9653277517879397,115 169,Si Si
944,2.521748036652135,116 109,O O
945,1.6783927731167623,116 112,O Si
946,2.6241647789619846,116 114,O O
947,1.5894971776026385,116 115,O Si
948,2.7605372046293715,116 120,O O
949,2.6095040173429513,116 131,O O
950,2.5528761896425576,116 158,O O
951,2.7054587523379086,116 160,O O
952,3.1771101024809574,117 110,Si Si
953,1.6118385124800387,117 111,Si O
954,1.616073134336774,117 114,Si O
955,3.074416011545077,117 115,Si Si
956,1.6580538592777003,117 119,Si O
957,3.243849438960194,117 127,Si Si
958,1.6251279476199696,117 129,Si O
959,3.119813865806164,117 138,Si Si
960,2.721432625096626,118 15,O O
961,2.654605521490587,118 17,O O
962,1.5961855720603266,118 27,O Si
963,2.7340856066729406,118 109,O O
964,1.6443111916911088,118 110,O Si
965,2.6398414316865506,118 111,O O
966,2.5549214749221987,118 113,O O
967,2.635040869863117,118 132,O O
968,2.6824894334460443,119 7,O O
969,2.7030875778743533,119 111,O O
970,2.731751487834335,119 114,O O
971,1.6580538592777003,119 117,O Si
972,2.7209716998254705,119 126,O O
973,1.6277105654167185,119 127,O Si
974,2.6742810568246824,119 129,O O
975,2.7423538349207277,119 130,O O
976,2.4725018770093916,120 109,O O
977,1.6469833329144858,120 112,O Si
978,2.7605372046293715,120 116,O O
979,2.5661428249842695,120 124,O O
980,1.5591542645192331,120 125,O Si
981,2.7368501349110037,120 134,O O
982,2.5841815717033447,120 148,O O
983,2.5413090010776926,120 158,O O
984,3.1521050967636635,121 20,Si Si
985,1.624037815328786,121 22,Si O
986,2.9639736479130314,121 110,Si Si
987,1.6138551393017166,121 113,Si O
988,1.6180594665819237,121 136,Si O
989,3.030738879460222,121 154,Si Si
990,1.5751784643662838,121 159,Si O
991,3.0908289599540315,121 169,Si Si
992,1.6295087324269142,122 123,O Si
993,2.5712948713851955,122 124,O O
994,2.7410765854733308,122 126,O O
995,2.579485948753523,122 128,O O
996,1.6222038526260434,122 133,O Si
997,2.760477712965419,122 137,O O
998,2.6261944620808815,122 162,O O
999,2.542818203854504,122 183,O O
1000,1.6295087324269142,123 122,Si O
1001,1.638098523224906,123 126,Si O
1002,3.2331945623696567,123 127,Si Si
1003,2.9592843866344287,123 133,Si Si
1004,1.616673103291936,123 162,Si O
1005,2.9388947694418635,123 167,Si Si
1006,1.6398734169090907,123 183,Si O
1007,3.134082839090247,123 215,Si Si
1008,2.5661428249842695,124 120,O O
1009,2.5712948713851955,124 122,O O
1010,1.6310191360306452,124 125,O Si
1011,2.7751994306075036,124 128,O O
1012,1.5974775903028062,124 133,O Si
1013,2.5419820426905018,124 134,O O
1014,2.5666329980096143,124 137,O O
1015,2.769935879682613,124 148,O O
1016,2.9666138440545935,125 29,Si Si
1017,3.192637544501073,125 112,Si Si
1018,1.5591542645192331,125 120,Si O
1019,1.6310191360306452,125 124,Si O
1020,3.0041934447039256,125 133,Si Si
1021,1.6424806983141234,125 134,Si O
1022,3.120415079592176,125 147,Si Si
1023,1.6228140113473355,125 148,Si O
1024,2.6774633553460414,126 7,O O
1025,2.7209716998254705,126 119,O O
1026,2.7410765854733308,126 122,O O
1027,1.638098523224906,126 123,O Si
1028,1.6541505563532344,126 127,O Si
1029,2.7004708654361793,126 130,O O
1030,2.5637455535987734,126 162,O O
1031,2.8526691107151465,126 183,O O
1032,2.935773475774809,127 0,Si Si
1033,1.6385892430974696,127 7,Si O
1034,3.048736018946055,127 53,Si Si
1035,3.243849438960194,127 117,Si Si
1036,1.6277105654167185,127 119,Si O
1037,3.2331945623696567,127 123,Si Si
1038,1.6541505563532344,127 126,Si O
1039,1.6466811558661798,127 130,Si O
1040,2.579485948753523,128 122,O O
1041,2.7751994306075036,128 124,O O
1042,1.6399082261021134,128 133,O Si
1043,2.621000162557999,128 137,O O
1044,2.590713526069786,128 162,O O
1045,2.663629900168727,128 164,O O
1046,1.6335964707236696,128 167,O Si
1047,2.7727556180525124,128 178,O O
1048,2.6465159391497726,129 111,O O
1049,2.5422036066032594,129 114,O O
1050,1.6251279476199696,129 117,O Si
1051,2.6742810568246824,129 119,O O
1052,2.5846606103286165,129 135,O O
1053,1.5966223841229183,129 138,O Si
1054,2.665783792113502,129 141,O O
1055,2.6612921774927107,129 145,O O
1056,2.5437738709177373,130 7,O O
1057,2.5827873690795142,130 21,O O
1058,1.6374928854970665,130 53,O Si
1059,2.6688589489760717,130 58,O O
1060,2.769092469977635,130 84,O O
1061,2.7423538349207277,130 119,O O
1062,2.7004708654361793,130 126,O O
1063,1.6466811558661798,130 127,O Si
1064,2.853390565152206,130 182,O O
1065,2.57554419497447,131 23,O O
1066,2.634089222168879,131 78,O O
1067,2.6136553412547157,131 114,O O
1068,1.6126816664612427,131 115,O Si
1069,2.6095040173429513,131 116,O O
1070,2.556281400425438,131 160,O O
1071,1.5989431055614893,131 163,O Si
1072,2.654261850016329,131 175,O O
1073,2.5660410549329935,132 15,O O
1074,2.571584976591895,132 17,O O
1075,1.6005432192561875,132 27,O Si
1076,2.6986453233874528,132 66,O O
1077,2.635040869863117,132 118,O O
1078,2.627282707330138,132 161,O O
1079,2.549859807319715,132 179,O O
1080,1.5985694399385348,132 185,O Si
1081,1.6222038526260434,133 122,Si O
1082,2.9592843866344287,133 123,Si Si
1083,1.5974775903028062,133 124,Si O
1084,3.0041934447039256,133 125,Si Si
1085,1.6399082261021134,133 128,Si O
1086,1.6246297163253085,133 137,Si O
1087,3.0813871198695257,133 140,Si Si
1088,3.001957233404577,133 167,Si Si
1089,2.647471945491949,134 19,O O
1090,2.5159497226405176,134 25,O O
1091,1.59085659594996,134 29,O Si
1092,2.761047011274162,134 44,O O
1093,2.7368501349110037,134 120,O O
1094,2.5419820426905018,134 124,O O
1095,1.6424806983141234,134 125,O Si
1096,2.5982901952425377,134 148,O O
1097,2.5846606103286165,135 129,O O
1098,1.5951653872644147,135 138,O Si
1099,2.5693905487176543,135 141,O O
1100,2.5821776413117266,135 145,O O
1101,1.5804218658815339,135 157,O Si
1102,2.6357118505372297,135 182,O O
1103,2.5323437244873763,135 203,O O
1104,2.6744533290000407,135 207,O O
1105,2.648211710239583,136 22,O O
1106,2.5296713725676385,136 45,O O
1107,2.7018825311453702,136 113,O O
1108,1.6180594665819237,136 121,O Si
1109,2.645620241307032,136 139,O O
1110,1.5987002413954199,136 154,O Si
1111,2.4623626419395914,136 159,O O
1112,2.646024151356092,136 189,O O
1113,2.760477712965419,137 122,O O
1114,2.5666329980096143,137 124,O O
1115,2.621000162557999,137 128,O O
1116,1.6246297163253085,137 133,O Si
1117,1.6255956859490672,137 140,O Si
1118,2.7158546147872746,137 143,O O
1119,2.664168217698194,137 149,O O
1120,2.5822450709782045,137 152,O O
1121,3.119813865806164,138 117,Si Si
1122,1.5966223841229183,138 129,Si O
1123,1.5951653872644147,138 135,Si O
1124,1.6161152122709295,138 141,Si O
1125,3.045873117314856,138 142,Si Si
1126,1.6202120732285057,138 145,Si O
1127,3.1497304288944394,138 151,Si Si
1128,3.103271399851181,138 157,Si Si
1129,2.655854865082857,139 45,O O
1130,2.645620241307032,139 136,O O
1131,2.685402909467011,139 141,O O
1132,1.6256921144391536,139 142,O Si
1133,2.6238254415788984,139 143,O O
1134,2.7342886342054813,139 146,O O
1135,1.6237444000820744,139 154,O Si
1136,2.706805041609854,139 189,O O
1137,3.0813871198695257,140 133,Si Si
1138,1.6255956859490672,140 137,Si O
1139,3.0803690433162587,140 142,Si Si
1140,1.5994053067232825,140 143,Si O
1141,1.600042539968093,140 149,Si O
1142,1.6114491270548807,140 152,Si O
1143,2.958375786933411,140 205,Si Si
1144,2.9750230897616543,140 213,Si Si
1145,2.665783792113502,141 129,O O
1146,2.5693905487176543,141 135,O O
1147,1.6161152122709295,141 138,O Si
1148,2.685402909467011,141 139,O O
1149,1.6186836766061168,141 142,O Si
1150,2.7039094849024834,141 143,O O
1151,2.6739790278862934,141 145,O O
1152,2.531802486813417,141 146,O O
1153,3.045873117314856,142 138,Si Si
1154,1.6256921144391536,142 139,Si O
1155,3.0803690433162587,142 140,Si Si
1156,1.6186836766061168,142 141,Si O
1157,1.6195655129374482,142 143,Si O
1158,1.6111042854094142,142 146,Si O
1159,3.0539762786952105,142 147,Si Si
1160,3.190283685470097,142 154,Si Si
1161,2.7158546147872746,143 137,O O
1162,2.6238254415788984,143 139,O O
1163,1.5994053067232825,143 140,O Si
1164,2.7039094849024834,143 141,O O
1165,1.6195655129374482,143 142,O Si
1166,2.569811659358883,143 146,O O
1167,2.599489454781746,143 149,O O
1168,2.5954958208160126,143 152,O O
1169,2.7305582919507945,144 46,O O
1170,2.5057447122625987,144 50,O O
1171,2.7511261938816647,144 146,O O
1172,1.6255992696974058,144 147,O Si
1173,2.4932696184149674,144 148,O O
1174,2.698838847021677,144 150,O O
1175,2.61701727119717,144 155,O O
1176,1.6138981051172017,144 156,O Si
1177,2.65876985971328,145 48,O O
1178,2.6612921774927107,145 129,O O
1179,2.5821776413117266,145 135,O O
1180,1.6202120732285057,145 138,O Si
1181,2.6739790278862934,145 141,O O
1182,1.6138199961793933,145 151,O Si
1183,2.681802977647242,145 153,O O
1184,2.594747002551208,145 155,O O
1185,2.7342886342054813,146 139,O O
1186,2.531802486813417,146 141,O O
1187,1.6111042854094142,146 142,O Si
1188,2.569811659358883,146 143,O O
1189,2.7511261938816647,146 144,O O
